cleaned_full_text,indexed_text
selama hampir tahun jarang naik transportasi umum krl tj jaklingko baru x lrt mrt agak kikuk ya bo naik tj nonbrt tahun lalu masa kuliah ada kondekturnya tapi sekarang ga ada,[0]selama [1]hampir [2]tahun [3]jarang [4]naik [5]transportasi [6]umum [7]krl [8]tj [9]jaklingko [10]baru [11]x [12]lrt [13]mrt [14]agak [15]kikuk [16]ya [17]bo [18]naik [19]tj [20]nonbrt [21]tahun [22]lalu [23]masa [24]kuliah [25]ada [26]kondekturnya [27]tapi [28]sekarang [29]ga [30]ada
halo selamat sore min semoga pin khusus untuk penumpang dengan riwayat tertentu bisa segera dibuat ya ya salah satu penumpang dlm kondisi khusus sangat butuh pin tersebut terima kasih,[0]halo [1]selamat [2]sore [3]min [4]semoga [5]pin [6]khusus [7]untuk [8]penumpang [9]dengan [10]riwayat [11]tertentu [12]bisa [13]segera [14]dibuat [15]ya [16]ya [17]salah [18]satu [19]penumpang [20]dlm [21]kondisi [22]khusus [23]sangat [24]butuh [25]pin [26]tersebut [27]terima [28]kasih
luar biasa banget hari berturut turut saldo saya kepotong kali terus nggak usah nyuruh saya kirim data lengkap udah duluan saya kirim terlalu sering sampe hafal nggak mau ada perbaikan apa ngambil yang bukan haknya terus,[0]luar [1]biasa [2]banget [3]hari [4]berturut [5]turut [6]saldo [7]saya [8]kepotong [9]kali [10]terus [11]nggak [12]usah [13]nyuruh [14]saya [15]kirim [16]data [17]lengkap [18]udah [19]duluan [20]saya [21]kirim [22]terlalu [23]sering [24]sampe [25]hafal [26]nggak [27]mau [28]ada [29]perbaikan [30]apa [31]ngambil [32]yang [33]bukan [34]haknya [35]terus
liat ni kita udah pinter ngantri baris rapih gini padahal gaada yg nyuruh loh bahkan pas ujan kmrn tetep ada yg ngantri ky gini keren bgt kan tolonglah apresiasinya paling ngga jak dibanyakin armada nya ini mah tolong bgt,[0]liat [1]ni [2]kita [3]udah [4]pinter [5]ngantri [6]baris [7]rapih [8]gini [9]padahal [10]gaada [11]yg [12]nyuruh [13]loh [14]bahkan [15]pas [16]ujan [17]kmrn [18]tetep [19]ada [20]yg [21]ngantri [22]ky [23]gini [24]keren [25]bgt [26]kan [27]tolonglah [28]apresiasinya [29]paling [30]ngga [31]jak [32]dibanyakin [33]armada [34]nya [35]ini [36]mah [37]tolong [38]bgt
latest laksana city bus transjakarta pt mayasari bakti b kampung rambutan blok m mercedes benz oh at cityline laksana caroserrie pt metro baru transport e kampung rambutan ragunan hino gb at nucleus laksana caroserrie,[0]latest [1]laksana [2]city [3]bus [4]transjakarta [5]pt [6]mayasari [7]bakti [8]b [9]kampung [10]rambutan [11]blok [12]m [13]mercedes [14]benz [15]oh [16]at [17]cityline [18]laksana [19]caroserrie [20]pt [21]metro [22]baru [23]transport [24]e [25]kampung [26]rambutan [27]ragunan [28]hino [29]gb [30]at [31]nucleus [32]laksana [33]caroserrie
gue ngantuk bayangin tidur jam jam ngibrit ke terminal ngejar busway pertama,[0]gue [1]ngantuk [2]bayangin [3]tidur [4]jam [5]jam [6]ngibrit [7]ke [8]terminal [9]ngejar [10]busway [11]pertama
jd inget dlu w tk pengen bgt kerja jd supir angkot skrg klo dipikir gk kepikiran semangat supir angkot tj brt,[0]jd [1]inget [2]dlu [3]w [4]tk [5]pengen [6]bgt [7]kerja [8]jd [9]supir [10]angkot [11]skrg [12]klo [13]dipikir [14]gk [15]kepikiran [16]semangat [17]supir [18]angkot [19]tj [20]brt
mahal namin kayo palagi by tj monterde,[0]mahal [1]namin [2]kayo [3]palagi [4]by [5]tj [6]monterde
ini tj d cawang sentral bawah depok kagk dateng dateng gua udh hampir sejam ni nunggunyaa,[0]ini [1]tj [2]d [3]cawang [4]sentral [5]bawah [6]depok [7]kagk [8]dateng [9]dateng [10]gua [11]udh [12]hampir [13]sejam [14]ni [15]nunggunyaa
hoon jgnjgn kita jodoh sm smua sifatnya aslii wktu itu jg nanya sm tmn mending pake fto hoon yg mna buat dijdiin kartu busway trs tmn aku pilih yg satunya pdhl aku udh ada jwbn sendiri,[0]hoon [1]jgnjgn [2]kita [3]jodoh [4]sm [5]smua [6]sifatnya [7]aslii [8]wktu [9]itu [10]jg [11]nanya [12]sm [13]tmn [14]mending [15]pake [16]fto [17]hoon [18]yg [19]mna [20]buat [21]dijdiin [22]kartu [23]busway [24]trs [25]tmn [26]aku [27]pilih [28]yg [29]satunya [30]pdhl [31]aku [32]udh [33]ada [34]jwbn [35]sendiri
halo min bisa tolong baca dm,[0]halo [1]min [2]bisa [3]tolong [4]baca [5]dm
ac di tj no saf gk dingin nih jadi di dlm busnya panas,[0]ac [1]di [2]tj [3]no [4]saf [5]gk [6]dingin [7]nih [8]jadi [9]di [10]dlm [11]busnya [12]panas
coy gue abis liat kecelakaan motor busway di perempatan itc cempaka putih kepalanya bocorrrr korbannya masih ada dikolong mobil rilll,[0]coy [1]gue [2]abis [3]liat [4]kecelakaan [5]motor [6]busway [7]di [8]perempatan [9]itc [10]cempaka [11]putih [12]kepalanya [13]bocorrrr [14]korbannya [15]masih [16]ada [17]dikolong [18]mobil [19]rilll
tumben busway plong dan jalanan ga macet jebul sudah pada cuti,[0]tumben [1]busway [2]plong [3]dan [4]jalanan [5]ga [6]macet [7]jebul [8]sudah [9]pada [10]cuti
kenapa sering banget ketemu orang norak di busway dikasih tau dan ditegur baik malah menjadi tolol anda,[0]kenapa [1]sering [2]banget [3]ketemu [4]orang [5]norak [6]di [7]busway [8]dikasih [9]tau [10]dan [11]ditegur [12]baik [13]malah [14]menjadi [15]tolol [16]anda
dari tadi nhn kntt di tj bjir,[0]dari [1]tadi [2]nhn [3]kntt [4]di [5]tj [6]bjir
naik busway anjay,[0]naik [1]busway [2]anjay
lagi asik nonton peaky blinders tibatiba ditelfon langsung ditodong pertanyaan kenapa naik transjakarta emang berani dad thinks im still yo,[0]lagi [1]asik [2]nonton [3]peaky [4]blinders [5]tibatiba [6]ditelfon [7]langsung [8]ditodong [9]pertanyaan [10]kenapa [11]naik [12]transjakarta [13]emang [14]berani [15]dad [16]thinks [17]im [18]still [19]yo
gue pernahh jugaa naik busway gue pakek tas teruss gantungannyaaa boneka bt dipegang pegang ama anak kecil udh was mau ditarik ama diaa,[0]gue [1]pernahh [2]jugaa [3]naik [4]busway [5]gue [6]pakek [7]tas [8]teruss [9]gantungannyaaa [10]boneka [11]bt [12]dipegang [13]pegang [14]ama [15]anak [16]kecil [17]udh [18]was [19]mau [20]ditarik [21]ama [22]diaa
saran manhwa yang enak dibaca sambil nunggu busway,[0]saran [1]manhwa [2]yang [3]enak [4]dibaca [5]sambil [6]nunggu [7]busway
halo kak minta rute busway dari rest area km merak jakarta ke plaza timur gbk,[0]halo [1]kak [2]minta [3]rute [4]busway [5]dari [6]rest [7]area [8]km [9]merak [10]jakarta [11]ke [12]plaza [13]timur [14]gbk
hallo kalo aku dari st tebet mau ke mampang prapatan bisa transit ke kuningan dulu ga ya,[0]hallo [1]kalo [2]aku [3]dari [4]st [5]tebet [6]mau [7]ke [8]mampang [9]prapatan [10]bisa [11]transit [12]ke [13]kuningan [14]dulu [15]ga [16]ya
mo pada kemana sih ini org org rame bener di krl sama busway,[0]mo [1]pada [2]kemana [3]sih [4]ini [5]org [6]org [7]rame [8]bener [9]di [10]krl [11]sama [12]busway
siapa cewek paling ribet di tj dan kenapa itu gweh,[0]siapa [1]cewek [2]paling [3]ribet [4]di [5]tj [6]dan [7]kenapa [8]itu [9]gweh
hi minjak apalah rute d bundaran senayan st tebet masih beroperasi saat ini thanks,[0]hi [1]minjak [2]apalah [3]rute [4]d [5]bundaran [6]senayan [7]st [8]tebet [9]masih [10]beroperasi [11]saat [12]ini [13]thanks
parah ini mobil tj send ke kanan malah belok kiri hampir mau keserempet gua min sayang kagak keliatan nomor plat nya tadinya mau gua foto muka driver nya cuma males aja biar nyetir nya lebih hati hati lagi,[0]parah [1]ini [2]mobil [3]tj [4]send [5]ke [6]kanan [7]malah [8]belok [9]kiri [10]hampir [11]mau [12]keserempet [13]gua [14]min [15]sayang [16]kagak [17]keliatan [18]nomor [19]plat [20]nya [21]tadinya [22]mau [23]gua [24]foto [25]muka [26]driver [27]nya [28]cuma [29]males [30]aja [31]biar [32]nyetir [33]nya [34]lebih [35]hati [36]hati [37]lagi
today first time naik krl dan transjakarta,[0]today [1]first [2]time [3]naik [4]krl [5]dan [6]transjakarta
misi kak mau tanya besok tj koridor ragunangalunggung beroperasi pada jam ngga ya,[0]misi [1]kak [2]mau [3]tanya [4]besok [5]tj [6]koridor [7]ragunangalunggung [8]beroperasi [9]pada [10]jam [11]ngga [12]ya
gilaa sihhhh transjakarta koridor itu krusial banget masa mau dihapus,[0]gilaa [1]sihhhh [2]transjakarta [3]koridor [4]itu [5]krusial [6]banget [7]masa [8]mau [9]dihapus
kejadian hr ini internet laptop gw di block sm it gatau knp jirr pdhl gw cmn kerja kabel casan hp w rusak gabisa cas hp hiksrottttttt lupa gabawa cc nunggu busway menit sakit punggung,[0]kejadian [1]hr [2]ini [3]internet [4]laptop [5]gw [6]di [7]block [8]sm [9]it [10]gatau [11]knp [12]jirr [13]pdhl [14]gw [15]cmn [16]kerja [17]kabel [18]casan [19]hp [20]w [21]rusak [22]gabisa [23]cas [24]hp [25]hiksrottttttt [26]lupa [27]gabawa [28]cc [29]nunggu [30]busway [31]menit [32]sakit [33]punggung
ni mobil sama motor yang udah tau ada busway tapi maksa muter balik semoga lu pada ketabrak aja anjingg lu tolol bangett sumpahh gak mobil gak motor lu semua tolol pantes wapresnya gibran lu sih pada tolol kok satu negara gitu anjing,[0]ni [1]mobil [2]sama [3]motor [4]yang [5]udah [6]tau [7]ada [8]busway [9]tapi [10]maksa [11]muter [12]balik [13]semoga [14]lu [15]pada [16]ketabrak [17]aja [18]anjingg [19]lu [20]tolol [21]bangett [22]sumpahh [23]gak [24]mobil [25]gak [26]motor [27]lu [28]semua [29]tolol [30]pantes [31]wapresnya [32]gibran [33]lu [34]sih [35]pada [36]tolol [37]kok [38]satu [39]negara [40]gitu [41]anjing
diriku yg sudah pernah merasakan naek angkot rekor jam krn pemda jkt mo ngecor busway koridor dan bikin separator pdhl lajurnya cuma tp skrg udh beres mah waktu tempuhnya singkat jalan yg terlalu sempit jg jadi dibongkar separatornya bukan diilangin rutenya,[0]diriku [1]yg [2]sudah [3]pernah [4]merasakan [5]naek [6]angkot [7]rekor [8]jam [9]krn [10]pemda [11]jkt [12]mo [13]ngecor [14]busway [15]koridor [16]dan [17]bikin [18]separator [19]pdhl [20]lajurnya [21]cuma [22]tp [23]skrg [24]udh [25]beres [26]mah [27]waktu [28]tempuhnya [29]singkat [30]jalan [31]yg [32]terlalu [33]sempit [34]jg [35]jadi [36]dibongkar [37]separatornya [38]bukan [39]diilangin [40]rutenya
ratusan mobil jaklingko terparkir di kawasan balai kota jakarta para sopir menggelar aksi protes menyuarakan ketidakadilan manajemen transjakarta yang dinilai arogan hal itu terlihat dari spanduk yang dibentangkan demonstran,[0]ratusan [1]mobil [2]jaklingko [3]terparkir [4]di [5]kawasan [6]balai [7]kota [8]jakarta [9]para [10]sopir [11]menggelar [12]aksi [13]protes [14]menyuarakan [15]ketidakadilan [16]manajemen [17]transjakarta [18]yang [19]dinilai [20]arogan [21]hal [22]itu [23]terlihat [24]dari [25]spanduk [26]yang [27]dibentangkan [28]demonstran
seneng bgt hr ini aku dianterin ke halte tj ganaik motor ketemu manusia tmntmn ku love di krl dk dcs seseru dan sengalir itu gue bacot bgt jam wawancara sama maba terlucu dan terkocak bgt makan nasi kebuli favorit terus locked in bahas dcs lgi sama jenica smgt membara,[0]seneng [1]bgt [2]hr [3]ini [4]aku [5]dianterin [6]ke [7]halte [8]tj [9]ganaik [10]motor [11]ketemu [12]manusia [13]tmntmn [14]ku [15]love [16]di [17]krl [18]dk [19]dcs [20]seseru [21]dan [22]sengalir [23]itu [24]gue [25]bacot [26]bgt [27]jam [28]wawancara [29]sama [30]maba [31]terlucu [32]dan [33]terkocak [34]bgt [35]makan [36]nasi [37]kebuli [38]favorit [39]terus [40]locked [41]in [42]bahas [43]dcs [44]lgi [45]sama [46]jenica [47]smgt [48]membara
ga kebayang transjakarta diperluas sampai puncak dan cianjur kemarin ke cipanas arah puncak setiap hujan ngeri airnya deres ke bawah,[0]ga [1]kebayang [2]transjakarta [3]diperluas [4]sampai [5]puncak [6]dan [7]cianjur [8]kemarin [9]ke [10]cipanas [11]arah [12]puncak [13]setiap [14]hujan [15]ngeri [16]airnya [17]deres [18]ke [19]bawah
kalau kanan jalur biasa bukan jalur busway beda sikap,[0]kalau [1]kanan [2]jalur [3]biasa [4]bukan [5]jalur [6]busway [7]beda [8]sikap
jika ingin hemat di jakarta tapi masih relatif nyaman saya biasanya transjakarta rp hari kantin rp hari lauk weekdays beras rp bulan tempe saus saori rp bulan lauk weekends total rp hari untuk bulan yang ada hari kerja,[0]jika [1]ingin [2]hemat [3]di [4]jakarta [5]tapi [6]masih [7]relatif [8]nyaman [9]saya [10]biasanya [11]transjakarta [12]rp [13]hari [14]kantin [15]rp [16]hari [17]lauk [18]weekdays [19]beras [20]rp [21]bulan [22]tempe [23]saus [24]saori [25]rp [26]bulan [27]lauk [28]weekends [29]total [30]rp [31]hari [32]untuk [33]bulan [34]yang [35]ada [36]hari [37]kerja
ini tampang pencopet yang gasak hp di busway pgc grogol dan langsung dimankan petugas savesaiddidu anies arhan mulyono konten rb postspolitik populerarab rb postssedang tren dalam topik indonesia semalem pagiii luthfi ahok,[0]ini [1]tampang [2]pencopet [3]yang [4]gasak [5]hp [6]di [7]busway [8]pgc [9]grogol [10]dan [11]langsung [12]dimankan [13]petugas [14]savesaiddidu [15]anies [16]arhan [17]mulyono [18]konten [19]rb [20]postspolitik [21]populerarab [22]rb [23]postssedang [24]tren [25]dalam [26]topik [27]indonesia [28]semalem [29]pagiii [30]luthfi [31]ahok
ini alasan kenapa aku jarang jbjb kalo udah sampe rumah makan bersih bersih terus tidur mataku sudah tidak bisa ajak begadang lagii kalo busway pun kadang aku pake buat tidur jadi maaf ia kalo aku jarang jbjb,[0]ini [1]alasan [2]kenapa [3]aku [4]jarang [5]jbjb [6]kalo [7]udah [8]sampe [9]rumah [10]makan [11]bersih [12]bersih [13]terus [14]tidur [15]mataku [16]sudah [17]tidak [18]bisa [19]ajak [20]begadang [21]lagii [22]kalo [23]busway [24]pun [25]kadang [26]aku [27]pake [28]buat [29]tidur [30]jadi [31]maaf [32]ia [33]kalo [34]aku [35]jarang [36]jbjb
from besok lo sekolah gak eh gue masih di bus anjir gue baru naik tj eh gue telat bapak gue baru nganter to besok gue ada kelas pagi mager dh jalan kaki bolakbalik kos,[0]from [1]besok [2]lo [3]sekolah [4]gak [5]eh [6]gue [7]masih [8]di [9]bus [10]anjir [11]gue [12]baru [13]naik [14]tj [15]eh [16]gue [17]telat [18]bapak [19]gue [20]baru [21]nganter [22]to [23]besok [24]gue [25]ada [26]kelas [27]pagi [28]mager [29]dh [30]jalan [31]kaki [32]bolakbalik [33]kos
kata gue stop naksir org yg ada di busway,[0]kata [1]gue [2]stop [3]naksir [4]org [5]yg [6]ada [7]di [8]busway
mengikuti arahan one more lane for pedestrian cyclist and busway,[0]mengikuti [1]arahan [2]one [3]more [4]lane [5]for [6]pedestrian [7]cyclist [8]and [9]busway
tj is smart,[0]tj [1]is [2]smart
by the way busway kmrin mi fren noticed this hook pin on seike trus at the end ktnya mungkin suzuki pake hook atau tool untuk ngebait enemy yg lain lgi ato hidden enemy gitu en then me like anjay ure so big brain,[0]by [1]the [2]way [3]busway [4]kmrin [5]mi [6]fren [7]noticed [8]this [9]hook [10]pin [11]on [12]seike [13]trus [14]at [15]the [16]end [17]ktnya [18]mungkin [19]suzuki [20]pake [21]hook [22]atau [23]tool [24]untuk [25]ngebait [26]enemy [27]yg [28]lain [29]lgi [30]ato [31]hidden [32]enemy [33]gitu [34]en [35]then [36]me [37]like [38]anjay [39]ure [40]so [41]big [42]brain
hidup di keluarga gue dan hingga sekelurga besar dengan hampir semua wanitanya menjadi ibu rumah tangga gue selalu amazed ngeliat ibu hamil naik busway untuk berangkat kerja ibu yang jadi kerja jam dikantor dirumah definisi tulang rusuk menjelma jd tulang punggung,[0]hidup [1]di [2]keluarga [3]gue [4]dan [5]hingga [6]sekelurga [7]besar [8]dengan [9]hampir [10]semua [11]wanitanya [12]menjadi [13]ibu [14]rumah [15]tangga [16]gue [17]selalu [18]amazed [19]ngeliat [20]ibu [21]hamil [22]naik [23]busway [24]untuk [25]berangkat [26]kerja [27]ibu [28]yang [29]jadi [30]kerja [31]jam [32]dikantor [33]dirumah [34]definisi [35]tulang [36]rusuk [37]menjelma [38]jd [39]tulang [40]punggung
selamat malam mau tanya rute tujuan balaikotapantai maju itu beroperasi sampai jam sore atau jam malam di weekend kak,[0]selamat [1]malam [2]mau [3]tanya [4]rute [5]tujuan [6]balaikotapantai [7]maju [8]itu [9]beroperasi [10]sampai [11]jam [12]sore [13]atau [14]jam [15]malam [16]di [17]weekend [18]kak
lalinsonora terjadi kecelakaan tunggal truk air menabrak pembatas jalur busway di depan mall slipi jaya exit toll tomang padat merayap,[0]lalinsonora [1]terjadi [2]kecelakaan [3]tunggal [4]truk [5]air [6]menabrak [7]pembatas [8]jalur [9]busway [10]di [11]depan [12]mall [13]slipi [14]jaya [15]exit [16]toll [17]tomang [18]padat [19]merayap
sebagai pengguna jaklingko sama transjakarta tiap hari beneran terbantu banget sih beneran nyaman transportasi umum jakarta,[0]sebagai [1]pengguna [2]jaklingko [3]sama [4]transjakarta [5]tiap [6]hari [7]beneran [8]terbantu [9]banget [10]sih [11]beneran [12]nyaman [13]transportasi [14]umum [15]jakarta
truck bermuatan menabrak pembatas busway sekitar pukul wib didpn korlantas polri jl mt haryono arah pancoran saat ini sudah selesai proses evakuasi dan penderekan lalu lintas normal kembali,[0]truck [1]bermuatan [2]menabrak [3]pembatas [4]busway [5]sekitar [6]pukul [7]wib [8]didpn [9]korlantas [10]polri [11]jl [12]mt [13]haryono [14]arah [15]pancoran [16]saat [17]ini [18]sudah [19]selesai [20]proses [21]evakuasi [22]dan [23]penderekan [24]lalu [25]lintas [26]normal [27]kembali
kemaren maku bgt turun dari tj gue bilang makasihh pakk,[0]kemaren [1]maku [2]bgt [3]turun [4]dari [5]tj [6]gue [7]bilang [8]makasihh [9]pakk
kata lu mending gw naik tj ke gbk apa ke kampus,[0]kata [1]lu [2]mending [3]gw [4]naik [5]tj [6]ke [7]gbk [8]apa [9]ke [10]kampus
lebih akurat aplikasi tj atau google maps kah min,[0]lebih [1]akurat [2]aplikasi [3]tj [4]atau [5]google [6]maps [7]kah [8]min
selamat malam ini kenapa saya kalau tap in di halte pas tap out di mesin bis terteranya tap in lagi ya jadi kepotong x dong kalau besoknya naik bis tp tap in di bis krn jadi terteranya tap out,[0]selamat [1]malam [2]ini [3]kenapa [4]saya [5]kalau [6]tap [7]in [8]di [9]halte [10]pas [11]tap [12]out [13]di [14]mesin [15]bis [16]terteranya [17]tap [18]in [19]lagi [20]ya [21]jadi [22]kepotong [23]x [24]dong [25]kalau [26]besoknya [27]naik [28]bis [29]tp [30]tap [31]in [32]di [33]bis [34]krn [35]jadi [36]terteranya [37]tap [38]out
hai kak silahkan naik koridor turun di halte galunggung kemudian naik rute q untuk informasi rute tracking bus perencanaan perjalanan trip planner dan layanan transjakarta selengkapnya dapat diakses melalui aplikasi tj transjakarta ya terima kasih rr,[0]hai [1]kak [2]silahkan [3]naik [4]koridor [5]turun [6]di [7]halte [8]galunggung [9]kemudian [10]naik [11]rute [12]q [13]untuk [14]informasi [15]rute [16]tracking [17]bus [18]perencanaan [19]perjalanan [20]trip [21]planner [22]dan [23]layanan [24]transjakarta [25]selengkapnya [26]dapat [27]diakses [28]melalui [29]aplikasi [30]tj [31]transjakarta [32]ya [33]terima [34]kasih [35]rr
tolong ubah minitrans u menjadi transjakarta busnyaa sekarang penunhh bgt sangat,[0]tolong [1]ubah [2]minitrans [3]u [4]menjadi [5]transjakarta [6]busnyaa [7]sekarang [8]penunhh [9]bgt [10]sangat
tumben bgt busway galunggung lenggang,[0]tumben [1]bgt [2]busway [3]galunggung [4]lenggang
jkt panasnya pagi siang sore malem btw hari ini naik busway cuma rp,[0]jkt [1]panasnya [2]pagi [3]siang [4]sore [5]malem [6]btw [7]hari [8]ini [9]naik [10]busway [11]cuma [12]rp
hasil unjuk rasa di kantor transjakarta sore td tdk menemukan titik terang kami para pramudi mikrotrans jaklingko makin tambah sengsara aja anak kami butuh makan sedangkan kami di stop opersional gaji kami blum di cairkan smp skrg mkan apa anak istri kami,[0]hasil [1]unjuk [2]rasa [3]di [4]kantor [5]transjakarta [6]sore [7]td [8]tdk [9]menemukan [10]titik [11]terang [12]kami [13]para [14]pramudi [15]mikrotrans [16]jaklingko [17]makin [18]tambah [19]sengsara [20]aja [21]anak [22]kami [23]butuh [24]makan [25]sedangkan [26]kami [27]di [28]stop [29]opersional [30]gaji [31]kami [32]blum [33]di [34]cairkan [35]smp [36]skrg [37]mkan [38]apa [39]anak [40]istri [41]kami
zolim banget yang masuk jalur busway ambulan sm damkar aja ga gitu,[0]zolim [1]banget [2]yang [3]masuk [4]jalur [5]busway [6]ambulan [7]sm [8]damkar [9]aja [10]ga [11]gitu
selamat jalan pak faisal b innalillahiwainnailaihi rojiun satu satunya aktivis juga ekonom yg teramat aku kagumi beliau bersih juga bersuara lantang sebenar nya bersih papasan di busway ya dg gaya sahaja dg tas gendong dan kemeja sendalan khas nya,[0]selamat [1]jalan [2]pak [3]faisal [4]b [5]innalillahiwainnailaihi [6]rojiun [7]satu [8]satunya [9]aktivis [10]juga [11]ekonom [12]yg [13]teramat [14]aku [15]kagumi [16]beliau [17]bersih [18]juga [19]bersuara [20]lantang [21]sebenar [22]nya [23]bersih [24]papasan [25]di [26]busway [27]ya [28]dg [29]gaya [30]sahaja [31]dg [32]tas [33]gendong [34]dan [35]kemeja [36]sendalan [37]khas [38]nya
